moneysmartID,title,accountNames,accountNumbers,accountBanks,billerCode,merchantId,acquirerId,terminalId,moneysmartUrl,addresses,websites,emails,phones,fax,aliases,comment,legacyDetails,legacyAccountNumbers,legacyAliases,dateAdded,dateUpdated
2304,Asia World Capital Group,,,,,,,,/companies-you-should-not-deal-with/asia-world-capital-group,,,,,,,,Room 2006-7  Tower Two  Lippo Centre  89 Queensway  Admiralty  Hong Kong http://www.asiaworldcap.com/ info@asiaworldcap.com Ph: +852-580-84007Account name: C&amp;T Ventures Account number: 3753015580 Bank name: United Overseas Bank,3753015580,C&T Ventures, ,23-Aug-19
2305,Asian Pacific Advisors Ltd,,,,,,,,/companies-you-should-not-deal-with/asian-pacific-advisors-ltd,,,,,,,,24 Fl Pu Fa Tower 588 Pudong South Road Pudong Shanghai 2001200 People's Republic of China Ph: 8621 3126 9109 Fax: 8621 5107 9311 www.asiapacificadvisors.com,,, ,23-Aug-19
2306,Asset Cap Management,,,,,,,,/companies-you-should-not-deal-with/asset-cap-management,,,,,,,,Baarerstrasse 6300 Zug Switzerland Ph: +41 43 550 7631 www.assetcapmanagement.ch,,, ,23-Aug-19
2307,Asset Capital Management,,,,,,,,/companies-you-should-not-deal-with/asset-capital-management,,,,,,,,Dreikonigstrasse 64  Zurich  Switzerland  8002 http://www.assetcapitalmgmt.com/index.html Ph: + 41 44 508 3322 contact@assetcapitalmgmt.com and james.richardson@assetcapitalmgmt.comAccount Name: Firstworld Consultants Limited Account Number: 787-468149-883 Bank Name: Hang Seng BankAccount name: Barrington Consultants Ltd Account number: 0125-939214-1176 Bank name: Bank of China Hong Kong LtdBeneficiary name: China Offshore Trading Limited Account No.: 652-255-779-838 Bank name: HSBC Beneficiary name: Hancock Worldwide Ltd Account No.: 960530002935 Bank name: ICBC (Asia) Ltd  Beneficiary name: Nomura Global International Account No.: 0126-999209-2093 Bank name: Bank Of China Hong Kong Ltd Beneficiary name: Godfrey Grey International Ltd Account No.: 0128-8992-2459-09 Bank name: Bank Of China Hong Kong Ltd,787-468149-883|0125-939214-1176|652-255-779-838|960530002935|0126-999209-2093|0128-8992-2459-09,Firstworld Consultants Limited|Barrington Consultants Ltd|China Offshore Trading Limited|Godfrey Grey International Ltd, ,23-Aug-19
2308,Asset Castle Investments Ltd,,,,,,,,/companies-you-should-not-deal-with/asset-castle-investments-ltd,,,,,,,,6th Floor  Suite 5609  Cheung Kong Centre  2 Queens Road  Central Hong Kong; and Suite 10093  110 Wall Street  5th Tower New York  NY 10005 USA Ph: +852 3678 9938 and +1 646 465 8498 Email: info@assetcastleinvestments.com www.assetcastleinvestments.comAccount name: Asset Castle Investments Account number: 005 327 0971 Bank name: MUFG Union Bank National AssociationAccount name: Asset Castle Investments Account number: 1028049045 Bank name: Wells Fargo NA,005 327 0971|1028049045,Asset Castle Investments|Asset Castle Investments, ,23-Aug-19
2309,Asset Mergers & Acquisitions,,,,,,,,/companies-you-should-not-deal-with/asset-mergers-acquisitions,,,,,,,,67 West 45th Street  New York. http://assetmergers.com info@assetmergers.com admin@assetmergers.com ph: 001 646-3285-029,,, ,23-Aug-19
2310,Associated Financial Services,,,,,,,,/companies-you-should-not-deal-with/associated-financial-services,,,,,,,,118 Broadway Fargo ND 58102 Ph 1212 202 114 Toll free 18882352508 Fax 1 2125048186 info@assfinservices.comand40 Exchange Place New York NY 10005,,, ,23-Aug-19
2311,Association For Certified Financial Crime Examiners,,,,,,,,/companies-you-should-not-deal-with/association-for-certified-financial-crime-examiners,,,,,,,,Walnut Street  Philadelphia&nbsp; USA +1-215-3023646 info@acfcx.org http://acfcx.org/,,, ,23-Aug-19
2312,Astra Group Pty Ltd t/a Investra Direct,,,,,,,,/companies-you-should-not-deal-with/astra-group-pty-ltd-t-a-investra-direct,,,,,,,,(trading as Investra Direct and Investra Digital) Exchange Tower 1  530 Little Collins Street Melbourne VIC 3000 Ph: 1300 644 709 www.investradirect.com; and investradirect.co admin@astragroupltd.com   admin@investradirect.com &amp; admin@investgradirect.co sales@investradirect.com &amp; sales@investradirect.co support@investradirect.com &amp; support@investradirect.co,,, ,23-Aug-19
2313,Atlantic International Partners,,,,,,,,/companies-you-should-not-deal-with/atlantic-international-partners,,,,,,,,#01-03 Ocean Building 10 Collyer Quay Singapore 49315 Ph: 65 6419 2915 Fax: 65 6491 5139 www.atlanticinternationalpartners.com,,, ,23-Aug-19
2314,Atlas Asia Investment Partners,,,,,,,,/companies-you-should-not-deal-with/atlas-asia-investment-partners,,,,,,,,Room 2201-6  Global Gateway Tower  63 Wing Hong Street  Cheung Sha Wan  Kowloon  Hong Kong www.atlasasiainvestmentpartners.com accounts@atlasasiainvestmentpartners.com  Beneficiary Name: Green Code Ltd Account Number: 652 2511 82 838 Bank Name: HSBC Hong Kong,652 2511 82 838,Green Code Ltd, ,23-Aug-19
2315,Atlas Capital Corp,,,,,,,,/companies-you-should-not-deal-with/atlas-capital-corp,,,,,,,,124 Dure Road Quogue New York USA 11959 Ph: 1 866 978 1014 Fax: 1 866 978 5269 info@atlascapitalcorp.com,,, ,23-Aug-19
2316,Aura Mergers and Acquisitions,,,,,,,,/companies-you-should-not-deal-with/aura-mergers-and-acquisitions,,,,,,,,21/F Yokohama Mitsui Building 1-1-2 Takashima  Nishi Ward  Yokohama  Kanagawa Prefecture 220-0011  Japan Ph: +81 4 5670-9063 Fax: +81 4 5345-3188 contact@auraacquisitions.com www.auraacquisitions.com,,, ,23-Aug-19
2317,Aurum International Management,,,,,,,,/companies-you-should-not-deal-with/aurum-international-management,,,,,,,,Kawase Building  3-17-5 Shinjuku Tokyo  160-0022 Japan Ph: +813-4550-0339 Fax: +813-6701-2463 www.auruminternationalmngt.com,,, ,23-Aug-19
2318,Ausante LLC,,,,,,,,/companies-you-should-not-deal-with/ausante-llc,,,,,,,,7702 East Doubletree Ranch Road  Ste. 300 Scottsdale AZ 85260 USA www.ausante.com,,, ,23-Aug-19
2319,Austrian Futures & Options Trading Exchange,,,,,,,,/companies-you-should-not-deal-with/austrian-futures-options-trading-exchange,,,,,,,,Website: www.afotex.com,,, ,23-Aug-19
2320,Avesta Capital Advisors LLC,,,,,,,,/companies-you-should-not-deal-with/avesta-capital-advisors-llc,,,,,,,,One Bryant Park 39TH Floor New York  NY 10036 1-212-359-1678 Ph: +1 (312) 276 9598 www.avestacapitaladvisorsllc.com contact@avestacapitaladvisorsllc.comAccount name: Avesta Management Limited Account number: 00110690380036 Bank name: Noor Bank UAE,1.1069E+11,Avesta Management Limited, ,23-Aug-19
2321,Axe Invest,,,,,,,,/companies-you-should-not-deal-with/axe-invest,,,,,,,,(also known as&nbsp;Joshua Consulting Ltd and Joshua Development Limited)Phone: +44 2080893060 &nbsp;+41225017515 Website: https://axeinvest.com Email: support@axeinvest.com,,Joshua Consulting Ltd|Joshua Development Limited, ,23-Aug-19
2322,Axis Capital Group,,,,,,,,/companies-you-should-not-deal-with/axis-capital-group,,,,,,,,19th Fl. Prudential Center  Kota Kasablanka  Jl  Casablanca Raya Kav 88  Jakarta 12870  Indonesia Ph: 00622129888427; 00442075583866; 002095551214 www.axiscapitalgroup.com info@axiscapital.comAccount name: PT Factor Services Account numbers: 2535000079 Bank: Bank International Indonesia,2535000079,PT Factor Services, ,23-Aug-19
2323,"Axis Corporate Finance Pty Ltd (""Axis Corporate"")",,,,,,,,/companies-you-should-not-deal-with/axis-corporate-finance-pty-ltd-axis-corporate,,,,,,,,Level 5 Shinsaibashi Plaza Building Shinkan 3-12-21 Minami-Senba  Chuo-ku  Osaka 542-0081Japan Ph: 81 3 4520 8929 Fax: 81 3 6537 1926 contact-us@axiscf.com http://www.axiscf.com/,,, ,23-Aug-19
2324,B. O. Technologies Limited,,,,,,,,/companies-you-should-not-deal-with/b-o-technologies-limited,,,,,,,,(trading as Option Financial Markets (OptionFM)) 20th Floor  Central Tower  28 Queen's Road  Central  Hong Kong Ph: +852 5808 7221 (Hong Kong) Ph: +44-2070973264​ (United Kingdom) Ph:+61-280385014 (Australia) https://option.fmAccount name: B.O. Technologies Limited Account number: 1521628561 Bank name: Unicredit Bulbank,1521628561,Option Financial Markets (OptionFM)|B.O. Technologies Limited, ,23-Aug-19
2325,Banc 54 Limited,,,,,,,,/companies-you-should-not-deal-with/banc-54-limited,,,,,,,,"http://b54.com Two Exchange Square  8 Connaught Place  Central  Hong Kong Ph: +852-300-85692  NB: Entity claims to be trading as 'Banc 54' and to be ""owned and operated"" by B54 Technologies Limited.",,, ,23-Aug-19
2326,Banc De Binary Ltd / BDB Services Ltd,,,,,,,,/companies-you-should-not-deal-with/banc-de-binary-ltd-bdb-services-ltd,,,,,,,,Victoria Corporate Suite  108 Premier Building Albert Street  Victoria  Mahe  SeychellesContact Persons: Mr David Cooper  Mr Jonathan Reed  Mr Henry Collins  Mr Eric Baker  Mr Dean Way  Mr Edward WestPh: 4420 7099 2097info@bbinary.comhttps://bancdebinary.comBeneficiary name: Banc De Binary LtdAccount number: CY09008001700000000000845518Bank name: Piraeus Bank Cyprus LimitedBeneficiary name: Banc De BinaryAccount number: 10301698QBank name: Piraeus Bank Cyprus LimitedBeneficiary name: Banc De Binary LtdAccount number: CY53008001700000000000845502Bank name: Piraeus Bank Cyprus LimitedBeneficiary name: BDB Services LtdAccount number: BG20TBIB93101114975402Bank name: West East BankBeneficiary name: BDB Services LimitedAccount number: BG82TBIB93101414975401Bank name: West East BankBeneficiary name: Banc De Binary LtdAccount number: CH1704835134062692001Bank name: Credit SuisseBeneficiary name: Banc De Binary LtdAccount number: CY60008001700000000000963425Bank name: Piraeus Bank Cyprus LimitedBeneficiary name: Banc De BinaryAccount number: CY72008001700000000000858449Bank name: Piraeus Bank Cyprus LimitedBeneficiary name: Banc De Binary LtdAccount number: DE72512308000000058397Bank name: Wirecard Bank AGAccount Name: BDB Services LimitedAccount number: 93101114975402Bank name: TBI BANK EAD,CY09008001700000000000845518|10301698Q|CY53008001700000000000845502|BG20TBIB93101114975402|BG82TBIB93101414975401|CH1704835134062692001|CY60008001700000000000963425|CY72008001700000000000858449|DE72512308000000058397|93101114975402,Banc De Binary Ltd|Banc De Binary|Banc De Binary Ltd|BDB Services Ltd|BDB Services Limited|Banc De Binary Ltd|Banc De Binary Ltd|Banc De Binary|Banc De Binary Ltd|BDB Services Limited,15-Apr-15,21-Dec-21
2327,BankDirect FX,,,,,,,,/companies-you-should-not-deal-with/bankdirect-fx,,,,,,,,Rue des Colonies 11 1000 Brussels Belgium Ph: +32 280.888.91 Australia: 1800 983 145 https://www.bdfx.com/ accounts@bdfx.com,,, ,23-Aug-19
2328,Barrington Capital Ventures Ltd,,,,,,,,/companies-you-should-not-deal-with/barrington-capital-ventures-ltd,,,,,,,,Unit 2302-A &amp; B West Tower  The Philippines Stock Exchange Centre  Exchange Road  Ortigas Centre  Pasig City 1600  Metro Manila  Philippines. Telephone: (632) 636-8810. Facsimile: (632) 636-8397,,, ,23-Aug-19
2329,Barrington Consultants Inc,,,,,,,,/companies-you-should-not-deal-with/barrington-consultants-inc,,,,,,,,(Subsidiary of Barrington Capital Ventures Ltd)  Unit 2302-A &amp; B West Tower  The Philippines Stock Exchange Centre  Exchange Road  Ortigas Centre  Pasig City 1600  Metro Manila  Philippines. Telephone: (632) 636-8810. Facsimile: (632) 636-8397.,,, ,23-Aug-19
2330,Bauer Global Finanz,,,,,,,,/companies-you-should-not-deal-with/bauer-global-finanz,,,,,,,,Weserstrasse 23 / 67 60329 Frankfurt am Main Germany Fax: +4969975392354 http://bauerglobalfinanz.com,,, ,23-Aug-19
2331,Baxter Financial Group,,,,,,,,/companies-you-should-not-deal-with/baxter-financial-group,,,,,,,,24  1040 Avenue of the Americans New York 10018 USA Ph: 1 212 401 2982 Fax: 1 212 730 7663/918 1497and275 Madison Ave. 6th Floor. New York  NY 10016 Ph: 1 212 918 1498 Fax: 1 212 918 1497 www.baxterfinance.com,,, ,23-Aug-19
2332,Baycorp International,,,,,,,,/companies-you-should-not-deal-with/baycorp-international,,,,,,,,9 Bei San Huan Dong Lu Chao Yang District Beijing 100029 Ph 86 20627 39105 Fax 86 20627 39104,,, ,23-Aug-19
2333,BBB Markets also known as OB Capital Limited,,,,,,,,/companies-you-should-not-deal-with/bbb-markets-also-known-as-ob-capital-limited,,,,,,,,Trust Company complex Ajeltake Road  Ajeltake Island  Majuro  Marshall Islands MH96960 ID: 77582&nbsp;support@bbbmarkets.com and&nbsp;compliance@bbbmarkets.com www.bbbmarkets.com,,, ,23-Aug-19
2334,Beacon Commodities and Futures Exchange (BCFX),,,,,,,,/companies-you-should-not-deal-with/beacon-commodities-and-futures-exchange-bcfx,,,,,,,,International Building Kingsway  London WC28 6ST UK Fax: +442080825205 info@bcfx.org www.bcfx.orgAccount name: Fusephase Ltd Account number: 787-531250-883 Bank name: HANG SENG BANK HK,787-531250-883,Fusephase Ltd, ,23-Aug-19
2335,Beacon Global Management Inc.,,,,,,,,/companies-you-should-not-deal-with/beacon-global-management-inc,,,,,,,,Tower Executive #10940 Wilshire Blvd. Suite 1500 Los Angeles  CA 90024 United States www.beaconglobal.us,,, ,23-Aug-19
2336,Beacon Hill Regulatory Trade Commission  The,,,,,,,,/companies-you-should-not-deal-with/beacon-hill-regulatory-trade-commission-the,,,,,,,,Address: 92A W Cedar Street  Boston MA 02114 Website: http://bhrtc.org and http://www.bhrtcom.org Phone: (617) 307-9136 Email: info@bhrtc.com,,, ,23-Aug-19
2337,Beeoptions,,,,,,,,/companies-you-should-not-deal-with/beeoptions,,,,,,,,Ph: 1-888-228-5923 &nbsp; &nbsp; &nbsp; &nbsp;03 8820 5901 support@beeoptions.com www.beeoptions.comAccount name: Knyas Holdings Ltd Account number: 104009994306840 Bank name: Loyal Bank Limited,1.0401E+14,Knyas Holdings Ltd, ,23-Aug-19
2338,Beijing Capital Trading,,,,,,,,/companies-you-should-not-deal-with/beijing-capital-trading,,,,,,,,NCI Tower  No. 12 A Jianguomenwai Ave Chaoyang District Beijing 100022 Peoples Republic of China Ph: +10 222 700 800 (China) / +852 5491 2687 (Hong Kong) info@beijingcapitaltrading.com www.beijingcapitaltrading.com,,, ,23-Aug-19
2339,Beijing International Research,,,,,,,,/companies-you-should-not-deal-with/beijing-international-research,,,,,,,,3/F  Building B  E-Wing Center 113 Zhichun Road  Haidian District Beijing 100086  China ph +86-1064108427 fax +86-1064108428 www.beijinginternationalresearch.com,,, ,23-Aug-19
2340,Belgium Commodities & Futures Exchange,,,,,,,,/companies-you-should-not-deal-with/belgium-commodities-futures-exchange,,,,,,,,www.bcfex.com (no longer works),,, ,23-Aug-19
2341,Bell International Asset Management,,,,,,,,/companies-you-should-not-deal-with/bell-international-asset-management,,,,,,,,12020 Shamrock Plaza Omaha Nebraska 68154-3537 USA Ph: 1 (402) 408 6559 Fax: 1 (402) 408 6635 www.bellinternationalam.com,,, ,23-Aug-19
2342,Belleminghum Schweiz Commodities,,,,,,,,/companies-you-should-not-deal-with/belleminghum-schweiz-commodities,,,,,,,,Rue du Rhone CH- 1024 Geneva 1204 Ph: 44225948293 www.belleminghumshweiz.com,,, ,23-Aug-19
2343,Belmont Capital Holdings New York/ Belmont Capital NY,,,,,,,,/companies-you-should-not-deal-with/belmont-capital-holdings-new-york-belmont-capital-ny,,,,,,,,Ph: +1(646) 527-8837 Fax: +1(646) 365-3450 Ph: +63 91777 11177 Ph: +639178088883 info@belmontcapitalholdings.com Hong Kong Office Unit E 27/F CNT Tower 338 Hennessy Road Wanchai Hong Kong Ph: +(852) 8179-9385 Fax: +(852) 3015-2872 www.belmontcapitalholdings.com,,, ,23-Aug-19
2344,Bench Group  The,,,,,,,,/companies-you-should-not-deal-with/bench-group-the,,,,,,,,770 Lexington Ave New York Ph 1509 692 5988 Fax 1267 482 2253 www.benchgroup.biz,,, ,23-Aug-19
2345,Benson Dupont International,,,,,,,,/companies-you-should-not-deal-with/benson-dupont-international,,,,,,,,Level 23  CP Tower 313 Silom Road Bangkok 10500  Thailand Plus other offices or mail addresses in Hong Kong  Japan  United Arab Emirates  Panama  France and Switzerland.,,, ,23-Aug-19
2346,Benson Futures Ltd,,,,,,,,/companies-you-should-not-deal-with/benson-futures-ltd,,,,,,,,165 Pitt St Sydney NSW 2000 Phone 02 8014 7990 Fax 02 8088 6087 www.bensonfutures.com,,, ,23-Aug-19
2347,Benson Walter Private Equity,,,,,,,,/companies-you-should-not-deal-with/benson-walter-private-equity,,,,,,,,6 Crutched Friars London Ec3N 2Ph Ph: +44 203 519 3402 max.holcim@bensonwalterpe.co.uk bensonwalterpe.co.uk,,, ,23-Aug-19
2348,Berchmans Lee Company Inc,,,,,,,,/companies-you-should-not-deal-with/berchmans-lee-company-inc,,,,,,,,1410 Herrera Tower Herrera St Makati City  1227 Philippines Other offices or mail addresses in Singapore  The Bahamas and USA.,,, ,23-Aug-19
2349,Bergues Invest,,,,,,,,/companies-you-should-not-deal-with/bergues-invest,,,,,,,,27 Quai de Bergues 1201 Geneva Switzerland contact@burguesinvest.com Ph: 41 225 330 930,,, ,23-Aug-19
2350,Berkeley Samson International,,,,,,,,/companies-you-should-not-deal-with/berkeley-samson-international,,,,,,,,23rd Floor  M Thai Tower All Seasons Place 87 Wireless Rd Bangkok  ThailandandHSBC Tower  Level 21 101 Yincheng East Road  Pudong  Shanghai 200120   China Ph: 8621 2890 3119 Fax: 8621 2890 3131 Other offices or mail addresses in HK  Singapore and Malaysia.,,, ,23-Aug-19
2351,Berkley Sinclair Partners and Associates,,,,,,,,/companies-you-should-not-deal-with/berkley-sinclair-partners-and-associates,,,,,,,,2899 Century Pky NE Atlanta  GE 30345 United States Ph: 678 846 0604 Fax: 678 846 0605 www.berkleysinclair.com info@berklysinclair.com,,, ,23-Aug-19
2352,Berline Overseas Corporation,,,,,,,,/companies-you-should-not-deal-with/berline-overseas-corporation,,,,,,,,282 New York Avenue Huntington  New York 11743 USA Ph: (1) 631 427 5257 Fax: (1) 631 673 5926,,, ,23-Aug-19
2353,Bernstein & Zeiglier,,,,,,,,/companies-you-should-not-deal-with/bernstein-zeiglier,,,,,,,,10 Anson Road #18-18 International Plaza Singapore 079903 Ph: (65) 6223 3474 Fax: (65) 6227 5729,,, ,23-Aug-19
2354,Binary Uno,,,,,,,,/companies-you-should-not-deal-with/binary-uno,,,,,,,,Smart Choice Zone Lp 272 Bath Street G2 4Jr ScotlandPh: +44 203 868 5333 support@binaryuno.com www.binaryuno.com,,, ,23-Aug-19
2355,Birchtree Financial Services,,,,,,,,/companies-you-should-not-deal-with/birchtree-financial-services,,,,,,,,(Note: this company is not connected and should not be confused with the legitimate firm Birchtree Financial Services  Inc of 3600 American Blvd. W. 3rd Floor  Bloomington  MN  USA  which is a registered broker in the USA (CRD No. 15014).)4400 Blue Parkway Kansas City Missouri  64130 USA Ph: (1) 816 448 3760 Fax: (1) 816 448 3101 www.birchtreefinancial.com,,, ,23-Aug-19
2356,Blaine & Thompson S.A,,,,,,,,/companies-you-should-not-deal-with/blaine-thompson-s-a,,,,,,,,Edificio Topacio Azul Numero 217 Nivel 2 2a Avenida 13  Calle 2-60  Zona 10 Guatemala  C.A. Ph: (502) 332 8859/8860 Fax: (502) 332 8863/363 0378 www.blaine-thompson.com,,, ,23-Aug-19
